code,name_ar,name_en,parent_code,level,account_type,natural_side,is_postable,is_contra,statement_section,subledger_type,required_dimensions,currency_mode,currency_code,is_protected,status,source_ref,caveat_ar,caveat_en
21,الذمم الدائنة والأرصدة الدائنة التشغيلية,Trade and Operating Payables,2,2,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
210,الموردون والمقاولون,Suppliers and Contractors,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2101,الموردون — ذمم دائنة,Suppliers — Trade Payables,210,4,liability,credit,true,false,current_liability,supplier,,any,,true,drafted,chart-of-accounts.md §2,,
2102,المقاولون من الباطن,Subcontractors Payable,210,4,liability,credit,true,false,current_liability,subcontractor,,any,,true,drafted,chart-of-accounts.md §2,,
212,ضريبة القيمة المضافة — المدخلات,VAT — Input,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2121,ضريبة القيمة المضافة — مدخلات,VAT — Input Tax,212,4,liability,debit,true,true,current_liability,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,⚠️ الخصم التناسبي في النشاط المختلط غير محسوم (07-real-estate.md §10.3) — الجزء غير القابل للخصم يُحمَّل على حساب المصروف,⚠️ Proportional deduction for mixed activity is unresolved (07-real-estate.md §10.3); the non-deductible portion is charged to the expense account
213,ضريبة القيمة المضافة — المخرجات والمستحق,VAT — Output and Amounts Due,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2131,ضريبة القيمة المضافة — مخرجات,VAT — Output Tax,213,4,liability,credit,true,false,current_liability,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,رصيده يجب أن يطابق مجموع ضريبة الفواتير المقبولة لدى ZATCA للفترة,Its balance must reconcile to the total VAT of invoices accepted by ZATCA for the period
2132,ضريبة القيمة المضافة المستحقة للهيئة,VAT Payable to Authority,213,4,liability,credit,true,false,current_liability,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,,
214,الدفعات المقدمة من العملاء,Customer Advances,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2141,دفعات مقدمة من عملاء,Customer Advances Received,214,4,liability,credit,true,false,current_liability,customer,,any,,true,drafted,chart-of-accounts.md §2,⚠️ استحقاق ضريبة القيمة المضافة على الدفعة المقدمة عند القبض غير محسوم — بند مفتوح رقم 1,⚠️ Whether VAT is due on advances at collection is unresolved — open item 1
215,بضاعة مستلمة لم تُفوتر,Goods Received Not Invoiced,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2151,بضاعة مستلمة لم تُفوتر,Goods Received Not Invoiced (GRNI),215,4,liability,credit,true,false,current_liability,supplier,,any,,true,drafted,chart-of-accounts.md §2,,
216,المحتجزات الدائنة,Retentions Payable,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2161,محتجزات دائنة — ضمان حسن التنفيذ,Retentions Payable — Performance Guarantee,216,4,liability,credit,true,false,current_liability,subcontractor,project,any,,true,drafted,chart-of-accounts.md §2,⚠️ تصنيفها متداولة أم غير متداولة بند مفتوح رقم 6,⚠️ Current vs non-current classification is open item 6
217,الإيرادات المؤجلة,Deferred Income,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2171,إيرادات إيجار مؤجلة — مقبوضة أو مفوترة مقدماً,Deferred Rental Income — Received or Invoiced in Advance,217,4,liability,credit,true,false,current_liability,lease_contract,property,any,,true,renamed,07-real-estate.md §14.0,أُعيدت تسميته من «إيرادات إيجار مقبوضة مقدماً» لأن الالتزام ينشأ عند الفوترة لا عند القبض فقط,Renamed from Rental Income Received in Advance because the obligation arises on invoicing not only on collection
218,تأمينات المستأجرين,Tenant Security Deposits,21,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2181,تأمينات مستأجرين مستردة,Refundable Tenant Security Deposits,218,4,liability,credit,true,false,current_liability,lease_contract,,any,,true,drafted,chart-of-accounts.md §2,⚠️ عدم إثبات ضريبة عند الاستلام يحتاج تأكيد المستشار الضريبي خاصة إن جاز استخدام الوديعة في سداد الإيجار,⚠️ Not recognising VAT on receipt needs tax adviser confirmation especially if the deposit may be applied against rent
2182,تأمينات مستأجرين محتفَظ بها لصالح الملاك,Tenant Security Deposits Held on Behalf of Owners,218,4,liability,credit,true,false,current_liability,lease_contract,,any,,true,drafted,07-real-estate.md §14.0,,
219,أرصدة الملاك والتحصيلات غير المخصصة,Owner Balances and Unallocated Collections,21,3,liability,credit,false,false,,none,,any,,true,drafted,07-real-estate.md §14.0,,
2191,أمانات ملاك,Property Owner Trust Payable,219,4,liability,credit,true,false,current_liability,property_owner,,any,,true,drafted,chart-of-accounts.md §2,,
2192,تحصيلات مستأجرين غير مخصصة,Unallocated Tenant Collections,219,4,liability,credit,true,false,current_liability,none,,any,,true,drafted,07-real-estate.md §14.0,رصيده مؤشر جودة تشغيل — تقادمه فوق مدة معينة يستوجب تنبيهاً,Its balance is an operational quality indicator; ageing beyond a threshold must raise an alert
2193,ضريبة قيمة مضافة محصَّلة نيابة عن الملاك,VAT Collected on Behalf of Property Owners,219,4,liability,credit,true,false,current_liability,property_owner,,company_only,SAR,true,drafted,07-real-estate.md §14.0,⚠️ لا يدخل هذا الحساب في الإقرار الضريبي للشركة — يحتاج تأكيد المستشار الضريبي (§10.4),⚠️ This account does not enter the company VAT return — needs tax adviser confirmation (§10.4)
22,المستحقات والأرصدة الدائنة الأخرى,Accruals and Other Payables,2,2,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
220,مستحقات الموظفين والمستحقات الأخرى,Employee and Other Accruals,22,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2201,رواتب مستحقة الدفع,Salaries Payable,220,4,liability,credit,true,false,current_liability,employee,,any,,true,drafted,chart-of-accounts.md §2,,
2202,التأمينات الاجتماعية مستحقة,Social Insurance Payable,220,4,liability,credit,true,false,current_liability,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,⚠️ نسب الاشتراك لا تُبنى في الكود — جدول إعدادات ونسب لا تُخترع هنا,⚠️ Contribution rates are never coded; they live in a settings table and are not invented here
2203,خصومات وجزاءات,Payroll Deductions and Penalties,220,4,liability,credit,true,false,current_liability,employee,,any,,true,drafted,chart-of-accounts.md §2,,
2204,مخصص مكافأة نهاية الخدمة,End-of-Service Benefits Provision,220,4,liability,credit,true,false,non_current_liability,employee,,any,,true,drafted,chart-of-accounts.md §2,رقمه يضعه في المجموعة 22 بينما تعرضه الوثيقة الأصلية تحت العنوان «25 الخصوم غير المتداولة» — حُسم بأن الشجرة من الرمز والعرض من statement_section,Its code places it in group 22 while the source document lists it under the heading 25 Non-Current Liabilities; resolved by deriving the tree from the code and the presentation from statement_section
2205,أوراق دفع — شيكات صادرة,Notes Payable — Cheques Issued,220,4,liability,credit,true,false,current_liability,cheque,,any,,true,drafted,chart-of-accounts.md §2,,
2206,مصروفات مستحقة,Accrued Expenses,220,4,liability,credit,true,false,current_liability,none,,any,,false,drafted,chart-of-accounts.md §2,,
225,القروض,Borrowings,22,3,liability,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
2251,قروض طويلة الأجل,Long-Term Loans,225,4,liability,credit,true,false,non_current_liability,none,,any,,false,drafted,chart-of-accounts.md §2,رقمه يضعه في المجموعة 22 بينما تعرضه الوثيقة الأصلية تحت العنوان «25»,Its code places it in group 22 while the source document lists it under heading 25
3,حقوق الملكية,Equity,,1,equity,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
31,رأس المال والاحتياطيات,Capital and Reserves,3,2,equity,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
310,رأس المال,Share Capital,31,3,equity,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
3101,رأس المال,Share Capital,310,4,equity,credit,true,false,equity,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,,
3102,علاوة إصدار,Share Premium,310,4,equity,credit,true,false,equity,none,,company_only,SAR,false,drafted,chart-of-accounts.md §2,,
315,الاحتياطيات,Reserves,31,3,equity,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
3151,الاحتياطي النظامي,Statutory Reserve,315,4,equity,credit,true,false,equity,none,,company_only,SAR,false,drafted,chart-of-accounts.md §2,⚠️ نسبة التجنيب النظامية وحدها الأقصى لا تُخترع هنا — تُؤخذ من نظام الشركات الساري,⚠️ The statutory transfer percentage and its cap are not invented here; they come from the companies law in force
3152,احتياطيات أخرى,Other Reserves,315,4,equity,credit,true,false,equity,none,,company_only,SAR,false,proposed,proposed:matrix-seed,,
32,الأرباح المبقاة ونتيجة الفترة,Retained Earnings and Period Result,3,2,equity,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
320,الأرباح المبقاة,Retained Earnings,32,3,equity,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
3201,الأرباح المبقاة,Retained Earnings,320,4,equity,credit,true,false,equity,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,,
3202,أرباح (خسائر) الفترة الجارية,Current Period Profit (Loss),320,4,equity,credit,true,false,equity,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,,
33,التوزيعات,Distributions,3,2,equity,debit,false,true,,none,,any,,true,drafted,chart-of-accounts.md §2,,
330,التوزيعات,Distributions,33,3,equity,debit,false,true,,none,,any,,true,drafted,chart-of-accounts.md §2,,
3301,التوزيعات,Dividends and Distributions,330,4,equity,debit,true,true,equity,none,,company_only,SAR,false,drafted,chart-of-accounts.md §2,,
39,حسابات تسوية حقوق الملكية,Equity Adjustment Accounts,3,2,equity,credit,false,false,,none,,any,,true,proposed,proposed:matrix-seed,,
390,تسويات الأرصدة الافتتاحية,Opening Balance Adjustments,39,3,equity,credit,false,false,,none,,any,,true,proposed,proposed:matrix-seed,,
3901,حساب تسوية الأرصدة الافتتاحية,Opening Balance Suspense,390,4,equity,credit,true,false,equity,none,,company_only,SAR,true,proposed,proposed:matrix-seed,حساب معلّق يستوعب فرق استيراد الأرصدة الافتتاحية — يجب أن يكون رصيده صفراً قبل إقفال أول فترة,Suspense account absorbing the opening balance import difference; must be zero before the first period is closed
4,الإيرادات,Revenue,,1,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
41,إيرادات المبيعات,Sales Revenue,4,2,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
410,المبيعات,Sales,41,3,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
4101,إيرادات المبيعات,Sales Revenue,410,4,revenue,credit,true,false,revenue,none,branch,any,,true,drafted,chart-of-accounts.md §2,,
4102,مردودات ومسموحات المبيعات,Sales Returns and Allowances,410,4,revenue,debit,true,true,revenue,none,branch,any,,true,drafted,chart-of-accounts.md §2,,
42,إيرادات المقاولات,Contracting Revenue,4,2,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
420,عقود المقاولات,Construction Contracts,42,3,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
4201,إيرادات عقود المقاولات,Construction Contract Revenue,420,4,revenue,credit,true,false,revenue,none,project,any,,true,drafted,chart-of-accounts.md §2,⚠️ أساس الاعتراف (نسبة الإنجاز أم عند التسليم) بند مفتوح رقم 5 ويؤثر على هذا الحساب جوهرياً,⚠️ The recognition basis (percentage of completion vs on delivery) is open item 5 and materially affects this account
43,الإيرادات العقارية,Real Estate Revenue,4,2,revenue,credit,false,false,,none,,any,,true,drafted,07-real-estate.md §14.0,,
430,الإيرادات العقارية,Real Estate Revenue,43,3,revenue,credit,false,false,,none,,any,,true,drafted,07-real-estate.md §14.0,,
4301,إيرادات الإيجار,Rental Revenue,430,4,revenue,credit,true,false,revenue,none,property,any,,true,drafted,chart-of-accounts.md §2,محكوم بقاعدة الحجب GR-RE-001 — يُمنع الترحيل إليه إذا كان نموذج ملكية العقار «مُدار لصالح الغير»,Governed by block rule GR-RE-001; posting is refused when the property ownership model is managed_for_others
4302,إيرادات عمولة إدارة الأملاك,Property Management Commission Revenue,430,4,revenue,credit,true,false,revenue,property_owner,,any,,true,drafted,chart-of-accounts.md §2,⚠️ العمولة خاضعة للنسبة الأساسية حتى لو كان الإيجار المُدار سكنياً معفى — يحتاج تأكيد المستشار الضريبي (§8.1),⚠️ The commission is subject to the standard rate even when the managed rent is exempt residential; needs tax adviser confirmation (§8.1)
4303,إيرادات غرامات تأخير السداد,Late Payment Penalty Revenue,430,4,revenue,credit,true,false,revenue,none,property,any,,true,drafted,07-real-estate.md §14.0,⚠️ المعالجة الضريبية للغرامات وإعادة تحميل الرسوم غير محسومة (§10.1) — لا يُبنى سطر الضريبة قبل التأكيد,⚠️ VAT treatment of penalties and fee recharges is unresolved (§10.1); the tax line is not built before confirmation
4304,إيرادات مصادرة تأمينات مستأجرين,Forfeited Tenant Deposits Revenue,430,4,revenue,credit,true,false,revenue,none,,any,,true,drafted,07-real-estate.md §14.0,⚠️ نموذج الملكية الذاتية فقط · وهل المصادرة تعويض خارج النطاق أم مقابل توريد خاضع؟ غير محسوم (§14.14),⚠️ Own-property model only; whether forfeiture is out-of-scope compensation or a taxable supply is unresolved (§14.14)
4305,إيرادات إعادة تحميل مرافق وخدمات,Utilities and Services Recharge Revenue,430,4,revenue,credit,true,false,revenue,none,property,any,,true,drafted,07-real-estate.md §14.0,⚠️ التصنيف الضريبي لإعادة التحميل يحتاج تأكيداً,⚠️ The VAT classification of recharges needs confirmation
4306,إيرادات عمولة تسويق وتأجير,Leasing and Marketing Commission Revenue,430,4,revenue,credit,true,false,revenue,property_owner,,any,,true,drafted,07-real-estate.md §14.0,,
44,أرباح استبعاد الأصول,Gains on Asset Disposal,4,2,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
440,استبعاد الأصول,Asset Disposal,44,3,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
4401,أرباح استبعاد أصول,Gain on Disposal of Assets,440,4,revenue,credit,true,false,other_income,none,,any,,true,drafted,chart-of-accounts.md §2,,
45,أرباح فروق العملة,Foreign Exchange Gains,4,2,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
450,فروق العملة,Exchange Differences,45,3,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
4501,أرباح فروق العملة,Foreign Exchange Gains,450,4,revenue,credit,true,false,other_income,none,,company_only,SAR,true,drafted,chart-of-accounts.md §2,,
49,الإيرادات الأخرى,Other Income,4,2,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
490,إيرادات أخرى,Other Income,49,3,revenue,credit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
4901,إيرادات أخرى,Other Income,490,4,revenue,credit,true,false,other_income,none,,any,,true,drafted,chart-of-accounts.md §2,,
5,المصروفات,Expenses,,1,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
51,تكلفة المبيعات,Cost of Sales,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
510,تكلفة البضاعة المباعة,Cost of Goods Sold,51,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5101,تكلفة البضاعة المباعة,Cost of Goods Sold,510,4,expense,debit,true,false,cost_of_revenue,none,branch,any,,true,drafted,chart-of-accounts.md §2,إلزام بُعد الفرع مقترح من هذا التسليم ليقابل إلزامه على 4101 — بدونه تنكسر ربحية الفرع,Requiring the branch dimension is proposed by this deliverable to mirror 4101; without it branch profitability breaks
52,تكلفة المشاريع والعقارات,Project and Property Costs,5,2,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
520,تكلفة المشاريع,Project Costs,52,3,expense,debit,false,false,,none,,any,,true,drafted,chart-of-accounts.md §2,,
5201,تكلفة مواد المشاريع,Project Materials Cost,520,4,expense,debit,true,false,cost_of_revenue,none,project,any,,true,drafted,chart-of-accounts.md §2,,
5202,تكلفة أعمال المقاولين من الباطن,Subcontractor Works Cost,520,4,expense,debit,true,false,cost_of_revenue,none,project,any,,true,drafted,chart-of-accounts.md §2,,
5203,تكلفة عمالة المشاريع,Project Labour Cost,520,4,expense,debit,true,false,cost_of_revenue,none,project,any,,true,drafted,chart-of-accounts.md §2,⚠️ قاعدة توزيع تكلفة الموظف على المشاريع بند مفتوح رقم 4,⚠️ The rule for allocating employee cost to projects is open item 4
5204,تكلفة المعدات على المشاريع,Project Equipment Cost,520,4,expense,debit,true,false,cost_of_revenue,none,project,any,,true,drafted,chart-of-accounts.md §2,,
5205,مصروفات مشاريع غير مباشرة,Indirect Project Overheads,520,4,expense,debit,true,false,cost_of_revenue,none,project,any,,true,drafted,chart-of-accounts.md §2,,
521,تكلفة تشغيل العقارات,Property Operating Costs,52,3,expense,debit,false,false,,none,,any,,true,drafted,07-real-estate.md §14.0,,
5210,تكلفة صيانة وتشغيل العقارات,Property Maintenance and Operating Cost,521,4,expense,debit,true,false,cost_of_revenue,none,property,any,,true,drafted,07-real-estate.md §14.0,⚠️ في النشاط المعفى تُحمَّل ضريبة المدخلات غير القابلة للخصم على هذا الحساب — طريقة الاحتساب تحتاج تأكيداً,⚠️ For exempt activity the non-deductible input VAT is charged here; the computation method needs confirmation
5211,مرافق العقارات — الشواغر والمساحات المشتركة,Property Utilities — Vacancies and Common Areas,521,4,expense,debit,true,false,cost_of_revenue,none,property,any,,true,drafted,07-real-estate.md §14.0,⚠️ قاعدة توزيع مصروفات المساحات المشتركة قرار مفتوح ق-ع-14,⚠️ The common area cost allocation rule is open decision Q-RE-14
5212,رسوم وتراخيص عقارية,Real Estate Fees and Licences,521,4,expense,debit,true,false,cost_of_revenue,none,property,any,,true,drafted,07-real-estate.md §14.0,⚠️ ضريبة التصرفات العقارية: النسبة والوعاء وجهة التحمل والمعالجة كلها غير مؤكدة (§14.17) — لا يُبنى القيد قبل رفع التحفظ,⚠️ Real estate transaction tax: rate base incidence and treatment are all unverified (§14.17); the entry is not built before the caveat is lifted
5213,عمولات تسويق وتأجير مدفوعة,Leasing and Marketing Commissions Paid,521,4,expense,debit,true,false,cost_of_revenue,none,property,any,,true,drafted,07-real-estate.md §14.0,⚠️ مصروف فوري أم يُرسمَل ويُستهلك على مدة العقد؟ قرار مفتوح ق-ع-13,⚠️ Immediate expense or capitalised and amortised over the lease term? Open decision Q-RE-13
